sale_date,revenue,prev_day_revenue,revenue_7_days_ago,revenue_14_days_ago,rolling_7d_avg,rolling_30d_avg,rolling_7d_std,day_of_week,month,weekend,target_next_day_revenue
2011-08-04,62079.61,26617.77,54198.37,30394.71,24505.070000000003,20586.246033333337,16625.090064689386,Thursday,August,0,19825.4
2011-08-05,19825.4,62079.61,17240.61,14633.77,25630.961428571427,21789.1577,19059.740679913462,Friday,August,0,0.0
2011-08-06,0.0,19825.4,0.0,0.0,26000.217142857146,21684.655033333336,18894.41887013881,Saturday,August,1,7576.96
2011-08-07,7576.96,0.0,33393.29,26796.920000000002,26000.217142857146,20754.86636666667,18894.41887013881,Sunday,August,1,19758.62
2011-08-08,19758.62,7576.96,19808.4,19687.31,22312.170000000002,20422.155033333333,19712.692281990985,Monday,August,0,25957.12
2011-08-09,25957.12,19758.62,20277.05,17293.001,22305.058571428573,21080.7757,19713.75501779357,Tuesday,August,0,19861.56
2011-08-10,19861.56,25957.12,26617.77,22855.32,23116.49714285714,21746.217366666664,19733.25673170103,Wednesday,August,0,54386.17
2011-08-11,54386.17,19861.56,62079.61,54198.37,22151.324285714283,21738.935033333335,19698.660365237924,Thursday,August,0,17970.170000000002
2011-08-12,17970.170000000002,54386.17,19825.4,17240.61,21052.26142857143,22953.534366666667,17149.271243527553,Friday,August,0,0.0
2011-08-13,0.0,17970.170000000002,0.0,0.0,20787.22857142857,22904.77836666667,17185.68894364381,Saturday,August,1,5718.57
2011-08-14,5718.57,0.0,7576.96,33393.29,20787.22857142857,21837.4147,17185.68894364381,Sunday,August,1,17243.97
2011-08-15,17243.97,5718.57,19758.62,19808.4,20521.744285714285,21632.790366666668,17436.2999174967,Monday,August,0,16077.84
2011-08-16,16077.84,17243.97,25957.12,20277.05,20162.50857142857,22207.58936666667,17480.49113717483,Tuesday,August,0,48769.64
2011-08-17,48769.64,16077.84,19861.56,26617.77,18751.18285714286,22178.2307,17332.866353687456,Wednesday,August,0,54082.81
2011-08-18,54082.81,48769.64,54386.17,62079.61,22880.90857142857,23069.940033333332,20748.742639496206,Thursday,August,0,17339.59
2011-08-19,17339.59,54082.81,17970.170000000002,19825.4,22837.571428571428,23319.397699999998,20672.146860934594,Friday,August,0,0.0
2011-08-20,0.0,17339.59,0.0,0.0,22747.48857142857,22994.81836666667,20698.250061757586,Saturday,August,1,14566.84
2011-08-21,14566.84,0.0,5718.57,7576.96,22747.48857142857,21981.661366666667,20698.250061757586,Sunday,August,1,29623.18
2011-08-22,29623.18,14566.84,17243.97,19758.62,24011.527142857143,21979.43036666667,19732.628319954172,Monday,August,0,22399.11
2011-08-23,22399.11,29623.18,16077.84,25957.12,25779.985714285718,22966.8697,19579.14886027128,Tuesday,August,0,38617.01
2011-08-24,38617.01,22399.11,48769.64,19861.56,26683.024285714284,22820.27603333333,19199.16994325438,Wednesday,August,0,22495.29
2011-08-25,22495.29,38617.01,54082.81,54386.17,25232.648571428574,23451.26603333333,17566.659008805516,Thursday,August,0,24111.64
2011-08-26,24111.64,22495.29,17339.59,17970.170000000002,20720.145714285718,23624.675666666666,12139.107570395316,Friday,August,0,0.0
2011-08-27,0.0,24111.64,0.0,0.0,21687.58142857143,23666.553,12094.559032594556,Saturday,August,1,10805.03
2011-08-28,10805.03,0.0,14566.84,5718.57,21687.58142857143,21859.940666666665,12094.559032594556,Sunday,August,1,0.0
2011-08-29,0.0,10805.03,29623.18,17243.97,21150.18,21645.421333333335,12539.095622574498,Monday,August,0,8833.710000000001
2011-08-30,8833.710000000001,0.0,22399.11,16077.84,16918.297142857144,21645.421333333335,14104.077847728671,Tuesday,August,0,20540.84
2011-08-31,20540.84,8833.710000000001,38617.01,48769.64,14980.382857142858,20826.768666666667,14157.346319448097,Wednesday,August,0,37370.15
2011-09-01,37370.15,20540.84,22495.29,54082.81,12398.072857142859,20851.183333333334,10231.756082960075,Thursday,September,0,30297.05
2011-09-02,30297.05,37370.15,24111.64,17339.59,14523.052857142857,21420.95333333333,13651.465477151425,Friday,September,0,0.0
2011-09-03,0.0,30297.05,0.0,0.0,15406.682857142858,21543.596,14546.405206966332,Saturday,September,1,17005.03
2011-09-04,17005.03,0.0,10805.03,14566.84,15406.682857142858,19474.27566666667,14546.405206966334,Sunday,September,1,35698.7
2011-09-05,35698.7,17005.03,0.0,29623.18,16292.397142857142,19380.263333333332,14407.610851395775,Monday,September,0,25495.82
2011-09-06,25495.82,35698.7,8833.710000000001,22399.11,21392.211428571427,20570.219999999998,13991.551905540997,Tuesday,September,0,21967.420000000002
2011-09-07,21967.420000000002,25495.82,20540.84,38617.01,23772.512857142858,21167.515333333333,12871.440927448288,Wednesday,September,0,23188.3
2011-09-08,23188.3,21967.420000000002,37370.15,22495.29,23976.31,21241.142,12822.947315470563,Thursday,September,0,25142.15
2011-09-09,25142.15,23188.3,30297.05,24111.64,21950.331428571426,21148.848,11394.894710229428,Friday,September,0,0.0
2011-09-10,0.0,25142.15,0.0,0.0,21213.91714285714,21324.867666666665,10922.344113667057,Saturday,September,1,35511.67
2011-09-11,35511.67,0.0,17005.03,10805.03,21213.91714285714,19511.995333333332,10922.344113667057,Sunday,September,1,27989.4
2011-09-12,27989.4,35511.67,35698.7,0.0,23857.722857142857,20096.712,11927.340097597515,Monday,September,0,48162.25
2011-09-13,48162.25,27989.4,25495.82,8833.710000000001,22756.394285714283,21029.692,10969.200782053156,Tuesday,September,0,22027.95
2011-09-14,22027.95,48162.25,21967.420000000002,20540.84,25994.455714285716,22444.481333333337,14642.961639223204,Wednesday,September,0,71993.67
2011-09-15,71993.67,22027.95,23188.3,37370.15,26003.102857142858,22603.94733333333,14640.204808063907,Thursday,September,0,23248.98
2011-09-16,23248.98,71993.67,25142.15,30297.05,32975.298571428575,24467.808333333334,22557.120606663168,Friday,September,0,0.0
2011-09-17,0.0,23248.98,0.0,0.0,32704.84571428571,23617.119666666666,22677.717343817825,Saturday,September,1,15745.73
2011-09-18,15745.73,0.0,35511.67,17005.03,32704.84571428571,21814.359333333334,22677.717343817825,Sunday,September,1,46607.22
2011-09-19,46607.22,15745.73,27989.4,35698.7,29881.140000000003,21761.230666666663,23486.14247121766,Monday,September,0,103435.81
2011-09-20,103435.81,46607.22,48162.25,25495.82,32540.828571428574,23314.804666666663,24277.076972354975,Tuesday,September,0,38503.06
2011-09-21,38503.06,103435.81,22027.95,21967.420000000002,40437.05142857142,26277.103666666666,36244.25479615284,Wednesday,September,0,57869.36
2011-09-22,57869.36,38503.06,71993.67,23188.3,42790.638571428564,26573.099666666665,35374.062378000184,Thursday,September,0,31781.100000000002
2011-09-23,31781.100000000002,57869.36,23248.98,25142.15,40772.880000000005,27755.441333333332,33798.41486043935,Friday,September,0,0.0
2011-09-24,0.0,31781.100000000002,0.0,0.0,41991.75428571428,27527.577666666668,33209.84426631651,Saturday,September,1,31372.661
2011-09-25,31372.661,0.0,15745.73,35511.67,41991.75428571428,26777.734666666667,33209.84426631651,Sunday,September,1,29329.841
2011-09-26,29329.841,31372.661,46607.22,27989.4,44224.173,27019.7687,31639.606074641957,Monday,September,0,29274.36
2011-09-27,29274.36,29329.841,103435.81,48162.25,41755.97600000001,27997.430066666668,32093.369702212825,Tuesday,September,0,39057.89
2011-09-28,39057.89,29274.36,38503.06,22027.95,31161.483142857145,28613.074399999998,17056.729544185848,Wednesday,September,0,44729.37
2011-09-29,44729.37,39057.89,57869.36,71993.67,31240.74457142857,29915.004066666665,17097.7710552516,Thursday,September,0,40033.44
2011-09-30,40033.44,44729.37,31781.100000000002,23248.98,29363.603142857144,31111.526066666665,14155.074985415029,Friday,September,0,0.0
2011-10-01,0.0,40033.44,0.0,0.0,30542.508857142857,31761.279400000003,14722.258000376243,Saturday,October,1,11582.95
2011-10-02,11582.95,0.0,31372.661,15745.73,30542.508857142857,30515.607733333334,14722.258000376243,Sunday,October,1,62275.95
2011-10-03,62275.95,11582.95,29329.841,46607.22,27715.407285714286,29891.8044,16346.750340606995,Monday,October,0,38690.2
2011-10-04,38690.2,62275.95,29274.36,103435.81,32421.99428571429,31967.6694,20976.409242912905,Tuesday,October,0,74108.43000000001
2011-10-05,74108.43000000001,38690.2,39057.89,38503.06,33767.114285714284,32690.5084,21042.71780187536,Wednesday,October,0,60387.8
2011-10-06,60387.8,74108.43000000001,44729.37,57869.36,38774.33428571429,33970.83273333333,26079.044959309682,Thursday,October,0,49187.67
2011-10-07,49187.67,60387.8,40033.44,31781.100000000002,41011.25285714286,35133.898733333335,27317.126291321183,Friday,October,0,0.0
2011-10-08,0.0,49187.67,0.0,0.0,42319.0,36041.2404,27481.140788059252,Saturday,October,1,12466.81
2011-10-09,12466.81,0.0,11582.95,31372.661,42319.0,35268.297066666666,27481.140788059252,Sunday,October,1,43080.32
2011-10-10,43080.32,12466.81,62275.95,29329.841,42445.26571428571,34845.78573333334,27317.92900599097,Monday,October,0,46436.77
2011-10-11,46436.77,43080.32,38690.2,29274.36,39703.032857142854,36281.7964,25923.360888282303,Tuesday,October,0,27731.37
2011-10-12,27731.37,46436.77,74108.43000000001,39057.89,40809.68571428571,36645.966400000005,26038.01214939988,Wednesday,October,0,33039.18
2011-10-13,33039.18,27731.37,60387.8,44729.37,34184.391428571435,36637.3654,21690.40786639987,Thursday,October,0,32124.68
2011-10-14,32124.68,33039.18,49187.67,40033.44,30277.445714285714,36133.26306666667,18396.947551242352,Friday,October,0,0.0
2011-10-15,0.0,32124.68,0.0,0.0,27839.875714285714,36469.820733333334,16507.117326853146,Saturday,October,1,22010.96
2011-10-16,22010.96,0.0,12466.81,11582.95,27839.875714285714,34070.03173333334,16507.117326853146,Sunday,October,1,47005.24
2011-10-17,47005.24,22010.96,43080.32,62275.95,29203.32571428571,34028.7644,15381.49143335355,Monday,October,0,37302.4
2011-10-18,37302.4,47005.24,46436.77,38690.2,29764.028571428575,35595.60573333334,16029.546366309965,Tuesday,October,0,37333.52
2011-10-19,37333.52,37302.4,27731.37,74108.43000000001,28459.11857142857,36314.1614,14768.239268514071,Wednesday,October,0,61064.06
2011-10-20,61064.06,37333.52,33039.18,60387.8,29830.854285714282,36005.03806666667,15130.868653163816,Thursday,October,0,60417.26
2011-10-21,60417.26,61064.06,32124.68,49187.67,33834.40857142857,34592.6464,19264.30106902007,Friday,October,0,0.0
2011-10-22,0.0,60417.26,0.0,0.0,37876.205714285716,35323.11973333333,21664.30137093653,Saturday,October,1,12339.16
2011-10-23,12339.16,0.0,22010.96,12466.81,37876.205714285716,33394.14106666666,21664.30137093653,Sunday,October,1,39315.28
2011-10-24,39315.28,12339.16,47005.24,43080.32,36494.52,32746.0764,23105.277238804134,Monday,October,0,36235.95
2011-10-25,36235.95,39315.28,37302.4,46436.77,35395.95428571429,34056.58573333333,22701.529109111325,Tuesday,October,0,34435.32
2011-10-26,34435.32,36235.95,37333.52,27731.37,35243.60428571428,34218.69536666667,22690.17822477372,Wednesday,October,0,55837.14
2011-10-27,55837.14,34435.32,61064.06,33039.18,34829.57571428571,34388.878,22672.122255536546,Thursday,October,0,37290.57
2011-10-28,37290.57,55837.14,60417.26,32124.68,34082.87285714286,35274.304000000004,21730.613585457973,Friday,October,0,0.0
2011-10-29,0.0,37290.57,0.0,0.0,30779.059999999998,35215.39333333333,18590.770648398808,Saturday,October,1,34571.23
2011-10-30,34571.23,0.0,12339.16,22010.96,30779.059999999998,33724.414333333334,18590.770648398808,Sunday,October,1,33048.57
2011-10-31,33048.57,34571.23,39315.28,47005.24,33955.07,33542.34066666666,16720.4559570326,Monday,October,0,29132.81
2011-11-01,29132.81,33048.57,36235.95,37302.4,33059.82571428571,34643.95966666666,16552.550353115643,Tuesday,November,0,38734.7
2011-11-02,38734.7,29132.81,34435.32,37333.52,32045.09142857143,35228.954999999994,16543.112496354723,Wednesday,November,0,60672.11
2011-11-03,60672.11,38734.7,55837.14,61064.06,32659.288571428573,34444.246666666666,16725.451811064708,Thursday,November,0,56099.24
2011-11-04,56099.24,60672.11,37290.57,60417.26,33349.99857142857,35176.977,17900.69940496221,Friday,November,0,0.0
2011-11-05,0.0,56099.24,0.0,0.0,36036.951428571425,34576.670666666665,19891.673751920625,Saturday,November,1,42941.340000000004
2011-11-06,42941.340000000004,0.0,34571.23,12339.16,36036.951428571425,32563.744,19891.673751920625,Sunday,November,1,28779.24
2011-11-07,28779.24,42941.340000000004,33048.57,39315.28,37232.68142857143,32355.533,20039.901690235773,Monday,November,0,38295.12
2011-11-08,38295.12,28779.24,29132.81,36235.95,36622.77714285714,33314.841,20252.30834333601,Tuesday,November,0,61489.18
2011-11-09,61489.18,38295.12,38734.7,34435.32,37931.67857142857,34175.78466666667,19981.827250379647,Wednesday,November,0,70513.29
2011-11-10,70513.29,61489.18,60672.11,55837.14,41182.31857142857,34789.41333333333,21893.62513327905,Thursday,November,0,37081.37
2011-11-11,37081.37,70513.29,56099.24,37290.57,42588.20142857143,35591.964,23602.977557989332,Friday,November,0,0.0
2011-11-12,0.0,37081.37,0.0,0.0,39871.36285714286,35903.63066666667,22871.787001891455,Saturday,November,1,28607.78
2011-11-13,28607.78,0.0,42941.340000000004,34571.23,39871.36285714286,34802.32466666667,22871.787001891455,Sunday,November,1,58777.71
2011-11-14,58777.71,28607.78,28779.24,33048.57,37823.71142857143,34685.094666666664,23190.534162566157,Monday,November,0,47729.0
2011-11-15,47729.0,58777.71,38295.12,29132.81,42109.20714285714,36644.35166666667,23998.3142691313,Tuesday,November,0,48439.76
2011-11-16,48439.76,47729.0,61489.18,38734.7,43456.904285714285,37501.61966666667,24013.31340618427,Wednesday,November,0,55885.3
2011-11-17,55885.3,48439.76,70513.29,60672.11,41592.70142857143,37549.437000000005,22858.894848056734,Thursday,November,0,36751.25
2011-11-18,36751.25,55885.3,37081.37,56099.24,39502.98857142857,38168.867,20299.77041691231,Friday,November,0,0.0
2011-11-19,0.0,36751.25,0.0,0.0,39455.82857142857,38149.458,20306.71618815184,Saturday,November,1,30190.920000000002
2011-11-20,30190.920000000002,0.0,28607.78,42941.340000000004,39455.82857142857,36113.98933333333,20306.71618815184,Sunday,November,1,45333.13
2011-11-21,45333.13,30190.920000000002,58777.71,28779.24,39681.991428571426,35106.44466666667,20174.144590044325,Monday,November,0,49664.89
2011-11-22,49664.89,45333.13,47729.0,38295.12,37761.33714285714,36617.549,18634.391005332698,Tuesday,November,0,71979.93
2011-11-23,71979.93,49664.89,48439.76,61489.18,38037.892857142855,37861.740000000005,18820.414692496128,Wednesday,November,0,38579.11
2011-11-24,38579.11,71979.93,55885.3,70513.29,41400.77428571428,38950.56166666667,22693.421587236004,Thursday,November,0,26674.66
2011-11-25,26674.66,38579.11,36751.25,37081.37,38928.46142857143,39028.667,21776.60169441997,Friday,November,0,0.0
2011-11-26,0.0,26674.66,0.0,0.0,37488.94857142856,38769.97833333334,22271.926675860683,Saturday,November,1,17300.96
2011-11-27,17300.96,0.0,30190.920000000002,28607.78,37488.94857142856,36908.740333333335,22271.926675860683,Sunday,November,1,51831.67
2011-11-28,51831.67,17300.96,45333.13,58777.71,35647.525714285715,36242.420000000006,23476.19397634042,Monday,November,0,48851.68
2011-11-29,48851.68,51831.67,49664.89,47729.0,36575.888571428564,37970.14233333334,24044.655311899314,Tuesday,November,0,41481.23
2011-11-30,41481.23,48851.68,71979.93,48439.76,36459.71571428571,38446.15733333333,23972.732142581543,Wednesday,November,0,44533.99
2011-12-01,44533.99,41481.23,38579.11,55885.3,32102.75857142857,38727.24600000001,18613.61406912284,Thursday,December,0,44713.69
2011-12-02,44713.69,44533.99,26674.66,36751.25,32953.455714285716,39240.61866666667,19088.94252304098,Friday,December,0,0.0
2011-12-03,0.0,44713.69,0.0,0.0,35530.46,39439.918333333335,19316.312351226195,Saturday,December,1,20375.96
2011-12-04,20375.96,0.0,17300.96,30190.920000000002,35530.46,37417.51466666666,19316.312351226195,Sunday,December,1,58202.21
2011-12-05,58202.21,20375.96,51831.67,45333.13,35969.74571428572,36226.738666666664,18862.276875328764,Monday,December,0,46144.04
2011-12-06,46144.04,58202.21,48851.68,49664.89,36879.822857142855,38166.81233333333,19881.302258057884,Tuesday,December,0,69354.21
2011-12-07,69354.21,46144.04,41481.23,71979.93,36493.01714285714,38273.569,19634.36656330911,Wednesday,December,0,50519.41
2011-12-08,50519.41,69354.21,44533.99,38579.11,40474.87142857143,39626.068,23298.925889662412,Thursday,December,0,184349.28
2011-12-09,184349.28,50519.41,44713.69,26674.66,41329.93142857143,40033.54433333334,23580.847115058896,Friday,December,0,
