customerid,last_purchase_date,frequency,monetary,recency,r_score,f_score,m_score,segment
13564.0,2011-07-18 14:33:00,3,1749.02,144,4,2,2,New customers
13565.0,2011-11-20 14:33:00,2,240.22,19,2,3,5,Regular customers
13566.0,2011-10-30 11:59:00,2,874.71,41,3,3,3,Regular customers
13568.0,2011-06-19 14:42:00,1,192.85,173,4,4,5,High-value customers
13569.0,2011-11-22 13:07:00,2,373.75,17,2,3,4,Regular customers
13570.0,2011-04-10 13:36:00,1,239.49,243,5,4,5,High-value customers
13571.0,2011-11-27 10:47:00,12,2092.32,13,1,1,1,Inactive customers
13572.0,2011-05-18 11:59:00,1,1384.25,206,5,4,2,Loyal customers
13573.0,2011-10-20 14:33:00,2,294.4,50,3,3,4,Regular customers
13575.0,2011-11-16 13:14:00,5,732.0699999999999,23,2,2,3,At-risk customers
13576.0,2011-11-29 15:34:00,18,6717.34,10,1,1,1,Inactive customers
13577.0,2011-11-14 15:19:00,4,1687.6000000000001,25,2,2,2,At-risk customers
13579.0,2011-11-25 08:41:00,2,467.04,15,2,3,4,Regular customers
13581.0,2011-02-03 14:41:00,1,118.0,309,5,4,5,High-value customers
13583.0,2011-07-07 10:40:00,1,781.03,156,4,4,3,Loyal customers
13584.0,2011-02-06 12:49:00,1,142.4,307,5,4,5,High-value customers
13587.0,2011-10-07 12:31:00,1,712.4,64,3,4,3,Regular customers
13588.0,2011-11-24 10:42:00,9,2478.95,16,2,1,1,Inactive customers
13589.0,2011-11-25 12:10:00,2,379.65,15,2,3,4,Regular customers
13590.0,2011-11-28 12:54:00,6,1981.92,11,1,1,2,Inactive customers
13591.0,2011-10-06 12:26:00,3,1117.13,65,3,2,2,Inactive customers
13592.0,2011-11-04 09:49:00,4,247.95999999999998,36,3,2,5,Inactive customers
13593.0,2011-08-23 13:35:00,5,2037.0800000000002,108,4,2,2,New customers
13594.0,2011-10-18 10:19:00,1,396.97,53,3,4,4,Regular customers
13596.0,2011-12-04 12:01:00,2,697.04,6,1,3,3,Regular customers
13598.0,2011-10-23 14:28:00,1,180.17000000000002,47,3,4,5,Regular customers
13599.0,2011-12-08 16:10:00,21,5153.67,1,1,1,1,Inactive customers
13600.0,2011-01-31 15:27:00,1,219.52,312,5,4,5,High-value customers
13601.0,2011-10-25 17:31:00,2,693.32,45,3,3,3,Regular customers
13602.0,2011-10-06 11:47:00,1,428.89,65,3,4,4,Regular customers
13603.0,2011-11-13 15:57:00,1,164.34,26,2,4,5,Regular customers
13606.0,2011-11-10 17:46:00,3,280.53999999999996,29,2,2,4,At-risk customers
13607.0,2011-10-30 16:17:00,1,678.01,40,3,4,3,Regular customers
13610.0,2011-11-27 15:38:00,7,1131.88,12,1,1,2,Inactive customers
13611.0,2011-09-11 14:51:00,3,1171.8,89,4,2,2,New customers
13614.0,2011-11-15 14:47:00,4,1610.46,24,2,2,2,At-risk customers
13615.0,2011-01-25 08:21:00,1,417.69,319,5,4,4,High-value customers
13617.0,2011-10-30 13:50:00,3,544.18,40,3,2,3,Inactive customers
13618.0,2011-06-19 11:09:00,1,177.34,174,4,4,5,High-value customers
13621.0,2011-08-15 08:26:00,1,213.85,117,4,4,5,High-value customers
13623.0,2011-11-09 12:00:00,5,747.78,31,2,2,3,At-risk customers
13626.0,2011-04-01 10:05:00,1,257.23,253,5,4,4,High-value customers
13627.0,2011-10-11 14:20:00,5,1638.47,59,3,2,2,Inactive customers
13629.0,2011-11-16 13:21:00,11,7792.36,23,2,1,1,Inactive customers
13630.0,2011-12-04 15:16:00,7,2031.78,5,1,1,2,Inactive customers
13631.0,2011-09-01 09:57:00,11,3070.42,100,4,1,1,New customers
13632.0,2011-11-15 10:51:00,5,2121.27,25,2,2,1,At-risk customers
13634.0,2011-11-06 13:40:00,5,1575.16,33,3,2,2,Inactive customers
13635.0,2011-10-03 10:55:00,1,1071.03,68,3,4,2,Inactive customers
13636.0,2011-11-03 10:30:00,5,949.12,37,3,2,2,Inactive customers
13637.0,2011-10-18 13:32:00,3,810.5,52,3,2,3,Inactive customers
13638.0,2011-11-24 10:38:00,1,122.64,16,2,4,5,Regular customers
13639.0,2011-09-26 13:36:00,1,1033.34,74,4,4,2,Loyal customers
13642.0,2011-05-08 12:34:00,1,354.8,216,5,4,4,High-value customers
13643.0,2011-11-08 15:37:00,3,519.44,31,2,2,3,At-risk customers
13644.0,2011-11-23 14:07:00,4,2624.26,16,2,2,1,At-risk customers
13645.0,2011-08-11 16:11:00,1,252.1,120,4,4,4,High-value customers
13647.0,2011-11-30 12:00:00,4,1678.1200000000001,10,1,2,2,At-risk customers
13649.0,2011-03-28 11:51:00,2,346.6,257,5,3,4,Regular customers
13650.0,2011-11-23 12:22:00,6,1836.34,17,2,1,2,Inactive customers
13651.0,2011-11-04 14:59:00,2,94.2,35,3,3,5,Regular customers
13652.0,2011-10-25 08:51:00,3,1095.08,46,3,2,2,Inactive customers
13654.0,2011-10-27 16:24:00,6,2707.33,43,3,1,1,Inactive customers
13655.0,2011-08-17 14:25:00,2,932.97,114,4,3,3,Regular customers
13656.0,2011-06-28 10:31:00,2,379.65,165,4,3,4,Regular customers
13657.0,2011-11-29 12:32:00,2,382.14,11,1,3,4,Regular customers
13658.0,2011-11-30 10:13:00,5,2639.17,10,1,2,1,At-risk customers
13659.0,2011-05-18 12:37:00,2,1573.2,206,5,3,2,Inactive customers
13662.0,2011-09-15 12:04:00,3,897.76,86,4,2,3,New customers
13663.0,2011-06-13 15:44:00,1,189.47,179,5,4,5,High-value customers
13666.0,2011-10-10 15:39:00,3,84.65,60,3,2,5,Inactive customers
13667.0,2011-07-13 15:42:00,1,305.02,149,4,4,4,High-value customers
13668.0,2011-12-07 12:11:00,21,6363.59,3,1,1,1,Inactive customers
13669.0,2011-10-20 09:32:00,2,218.55,51,3,3,5,Regular customers
13670.0,2011-09-25 15:25:00,1,349.7,75,4,4,4,High-value customers
13672.0,2011-02-11 13:53:00,2,186.39000000000001,301,5,3,5,Regular customers
13673.0,2011-11-21 12:11:00,2,396.92,19,2,3,4,Regular customers
13675.0,2011-07-11 12:57:00,2,486.82000000000005,151,4,3,4,Regular customers
13678.0,2011-07-11 10:14:00,1,232.6,152,4,4,5,High-value customers
13680.0,2011-12-08 13:47:00,4,3722.42,1,1,2,1,At-risk customers
13681.0,2011-11-22 11:13:00,4,827.83,18,2,2,3,At-risk customers
13682.0,2011-06-05 14:06:00,1,59.5,187,5,4,5,High-value customers
13684.0,2011-02-27 10:13:00,1,67.23,286,5,4,5,High-value customers
13685.0,2011-12-07 11:41:00,7,3119.44,3,1,1,1,Inactive customers
13686.0,2011-06-10 09:10:00,1,72.0,183,5,4,5,High-value customers
13689.0,2011-10-07 13:21:00,1,910.0,63,3,4,3,Regular customers
13690.0,2011-10-11 15:03:00,1,172.25,59,3,4,5,Regular customers
13692.0,2011-11-15 11:17:00,3,1488.32,25,2,2,2,At-risk customers
13694.0,2011-12-06 09:32:00,50,65039.62,4,1,1,1,Inactive customers
13695.0,2011-11-08 14:26:00,15,2504.13,31,2,1,1,Inactive customers
13697.0,2011-11-01 09:14:00,1,151.29999999999998,39,3,4,5,Regular customers
13699.0,2011-07-07 16:51:00,1,308.58000000000004,155,4,4,4,High-value customers
13700.0,2011-11-13 13:00:00,10,2265.12,26,2,1,1,Inactive customers
13703.0,2011-01-25 13:10:00,1,99.5,318,5,4,5,High-value customers
13704.0,2011-12-04 15:13:00,9,2308.06,5,1,1,1,Inactive customers
13705.0,2011-12-02 12:32:00,3,711.86,8,1,2,3,At-risk customers
13706.0,2011-02-10 09:21:00,1,330.79,303,5,4,4,High-value customers
13707.0,2011-03-17 18:03:00,2,806.41,267,5,3,3,Regular customers
13708.0,2011-03-13 13:46:00,1,296.88,271,5,4,4,High-value customers
13709.0,2011-12-06 10:28:00,13,6328.05,4,1,1,1,Inactive customers
13710.0,2011-11-08 08:16:00,1,180.48,32,2,4,5,Regular customers
13711.0,2011-05-05 10:31:00,2,252.06,219,5,3,4,Regular customers
13712.0,2011-04-07 12:33:00,1,228.84,247,5,4,5,High-value customers
13715.0,2011-03-03 19:21:00,5,1079.34,281,5,2,2,New customers
13716.0,2011-03-15 13:49:00,1,138.28,269,5,4,5,High-value customers
13717.0,2011-11-07 14:13:00,6,1445.01,32,2,1,2,Inactive customers
13718.0,2011-04-07 13:24:00,2,306.55,246,5,3,4,Regular customers
13719.0,2011-11-24 15:26:00,5,1041.68,15,2,2,2,At-risk customers
13720.0,2011-08-15 12:46:00,4,799.9,117,4,2,3,New customers
13721.0,2011-11-03 14:05:00,1,524.14,36,3,4,3,Regular customers
13722.0,2011-07-31 12:44:00,3,2375.41,132,4,2,1,New customers
13723.0,2011-05-06 17:04:00,1,199.85000000000002,217,5,4,5,High-value customers
13725.0,2011-10-21 10:03:00,8,1980.56,50,3,1,2,Inactive customers
13726.0,2011-11-01 10:49:00,2,1079.6599999999999,39,3,3,2,Inactive customers
13727.0,2011-11-11 09:46:00,2,333.48,29,2,3,4,Regular customers
13728.0,2011-11-03 10:49:00,6,1016.14,37,3,1,2,Inactive customers
13730.0,2011-07-27 08:35:00,2,752.6,136,4,3,3,Regular customers
13731.0,2011-05-04 14:33:00,2,610.59,219,5,3,3,Regular customers
13732.0,2011-11-11 15:49:00,1,491.86,28,2,4,3,Regular customers
13735.0,2011-11-15 11:14:00,4,2885.2400000000002,25,2,2,1,At-risk customers
13736.0,2011-12-04 15:19:00,2,731.9,5,1,3,3,Regular customers
13737.0,2011-05-23 16:32:00,1,339.59999999999997,200,5,4,4,High-value customers
13739.0,2011-11-21 13:35:00,1,216.9,18,2,4,5,Regular customers
13740.0,2011-04-13 10:32:00,1,350.75,241,5,4,4,High-value customers
13741.0,2011-09-29 09:19:00,3,668.4300000000001,72,4,2,3,New customers
13742.0,2011-11-23 11:07:00,12,3131.02,17,2,1,1,Inactive customers
13743.0,2011-12-07 10:09:00,7,1341.6,3,1,1,2,Inactive customers
13744.0,2011-09-05 15:19:00,2,1156.36,95,4,3,2,Inactive customers
13745.0,2011-06-30 16:43:00,1,300.04,162,4,4,4,High-value customers
13747.0,2010-12-01 10:37:00,1,79.6,374,5,4,5,High-value customers
13748.0,2011-09-05 09:45:00,5,948.25,96,4,2,2,New customers
13750.0,2011-10-17 12:16:00,5,1647.26,54,3,2,2,Inactive customers
13751.0,2011-02-24 15:56:00,1,296.25,288,5,4,4,High-value customers
13752.0,2011-08-07 14:16:00,6,1186.28,124,4,1,2,New customers
13753.0,2011-02-25 12:48:00,1,741.26,288,5,4,3,Loyal customers
13754.0,2011-07-11 11:51:00,2,282.59999999999997,152,4,3,4,Regular customers
13755.0,2011-12-06 12:26:00,9,2161.35,4,1,1,1,Inactive customers
13756.0,2011-12-07 16:44:00,14,5189.52,2,1,1,1,Inactive customers
13758.0,2011-11-28 11:11:00,7,3190.55,12,1,1,1,Inactive customers
13759.0,2011-11-06 14:47:00,2,659.4100000000001,33,3,3,3,Regular customers
13760.0,2011-10-16 16:13:00,2,286.79,54,3,3,4,Regular customers
13761.0,2011-10-20 14:01:00,2,1070.65,50,3,3,2,Inactive customers
13762.0,2011-05-05 09:15:00,1,306.72,219,5,4,4,High-value customers
13763.0,2011-10-07 15:13:00,1,1714.96,63,3,4,2,Inactive customers
13764.0,2011-09-30 12:03:00,3,1521.76,71,3,2,2,Inactive customers
13767.0,2011-12-07 15:00:00,37,17220.36,2,1,1,1,Inactive customers
13769.0,2011-12-07 15:08:00,10,2796.51,2,1,1,1,Inactive customers
13771.0,2011-10-06 14:18:00,4,2634.45,64,3,2,1,Inactive customers
13772.0,2011-11-06 11:43:00,3,1132.13,34,3,2,2,Inactive customers
13774.0,2011-09-19 12:06:00,1,345.0,82,4,4,4,High-value customers
13777.0,2011-12-09 12:25:00,33,25977.16,1,1,1,1,Inactive customers
13778.0,2011-08-28 15:25:00,1,178.7,103,4,4,5,High-value customers
13780.0,2011-12-02 13:49:00,2,360.01,7,1,3,4,Regular customers
13781.0,2011-04-03 12:08:00,1,127.84,251,5,4,5,High-value customers
13782.0,2011-11-27 11:54:00,6,912.0,13,1,1,3,Inactive customers
13784.0,2011-11-30 09:33:00,11,2462.79,10,1,1,1,Inactive customers
13786.0,2010-12-07 13:53:00,1,230.39999999999998,367,5,4,5,High-value customers
13787.0,2011-09-25 12:06:00,2,309.04,76,4,3,4,Regular customers
13790.0,2011-12-05 15:48:00,1,348.8,4,1,4,4,Regular customers
13791.0,2011-08-04 11:44:00,2,1516.0,128,4,3,2,Inactive customers
13792.0,2011-10-04 14:31:00,2,195.55,66,3,3,5,Regular customers
13798.0,2011-12-08 15:51:00,57,37153.85,1,1,1,1,Inactive customers
13799.0,2011-08-15 12:07:00,2,688.86,117,4,3,3,Regular customers
13800.0,2011-02-03 12:27:00,1,558.32,310,5,4,3,Loyal customers
13801.0,2011-10-04 10:15:00,1,324.8,67,3,4,4,Regular customers
13802.0,2011-07-24 10:54:00,3,4599.42,139,4,2,1,New customers
13803.0,2011-03-29 12:57:00,1,277.07,255,5,4,4,High-value customers
13804.0,2011-11-09 12:32:00,7,2635.79,31,2,1,1,Inactive customers
13805.0,2011-10-18 14:50:00,2,924.6,52,3,3,3,Regular customers
13806.0,2011-10-07 11:43:00,1,256.38,64,3,4,4,Regular customers
13807.0,2010-12-07 15:48:00,1,112.6,367,5,4,5,High-value customers
13808.0,2011-12-04 12:18:00,5,1747.66,6,1,2,2,At-risk customers
13809.0,2011-02-07 13:15:00,1,155.05,305,5,4,5,High-value customers
13810.0,2011-11-11 08:33:00,3,1499.01,29,2,2,2,At-risk customers
13811.0,2011-06-09 09:54:00,3,814.5,184,5,2,3,New customers
13812.0,2011-10-28 14:27:00,3,539.0,42,3,2,3,Inactive customers
13813.0,2011-10-31 10:38:00,4,1366.8600000000001,40,3,2,2,Inactive customers
13814.0,2011-09-08 13:48:00,2,1579.12,92,4,3,2,Inactive customers
13815.0,2011-11-17 14:19:00,4,4027.36,22,2,2,1,At-risk customers
13816.0,2011-11-16 08:38:00,2,571.6700000000001,24,2,3,3,Regular customers
13817.0,2011-11-10 17:49:00,2,382.98,29,2,3,4,Regular customers
13819.0,2011-02-11 10:38:00,3,1140.35,302,5,2,2,New customers
13821.0,2011-07-18 09:49:00,2,385.64,145,4,3,4,Regular customers
13822.0,2011-12-04 12:13:00,2,632.0,6,1,3,3,Regular customers
13823.0,2011-11-21 10:22:00,2,957.66,19,2,3,2,At-risk customers
13824.0,2011-11-07 12:41:00,5,1698.94,33,3,2,2,Inactive customers
13826.0,2011-06-16 13:48:00,1,189.5,176,4,4,5,High-value customers
13827.0,2011-10-13 12:38:00,3,412.05,58,3,2,4,Inactive customers
13828.0,2011-11-17 16:02:00,1,209.49,22,2,4,5,Regular customers
13831.0,2011-11-23 15:41:00,6,2202.99,16,2,1,1,Inactive customers
13832.0,2011-11-20 15:36:00,1,52.199999999999996,19,2,4,5,Regular customers
13833.0,2011-07-03 13:27:00,1,384.8,159,4,4,4,High-value customers
13835.0,2011-11-14 15:37:00,4,834.57,25,2,2,3,At-risk customers
13837.0,2011-05-12 12:10:00,2,271.24,212,5,3,4,Regular customers
13838.0,2011-12-04 11:00:00,4,691.73,6,1,2,3,At-risk customers
13841.0,2011-04-01 12:10:00,1,85.0,253,5,4,5,High-value customers
13842.0,2011-10-12 10:51:00,9,3385.62,59,3,1,1,Inactive customers
13844.0,2011-11-28 13:21:00,1,361.62,11,1,4,4,Regular customers
13845.0,2011-10-06 08:25:00,1,312.98,65,3,4,4,Regular customers
13846.0,2011-11-15 12:07:00,3,865.0600000000001,25,2,2,3,At-risk customers
13848.0,2011-09-08 12:58:00,3,1255.0,92,4,2,2,New customers
13849.0,2011-10-19 10:59:00,2,1537.95,52,3,3,2,Inactive customers
13850.0,2011-08-02 14:04:00,1,1595.48,129,4,4,2,Loyal customers
13851.0,2011-09-05 12:36:00,3,2651.46,96,4,2,1,New customers
13853.0,2011-10-13 14:18:00,1,1090.14,57,3,4,2,Inactive customers
13854.0,2011-12-01 09:06:00,25,8109.5199999999995,9,1,1,1,Inactive customers
13856.0,2011-06-24 10:03:00,3,388.5,169,4,2,4,New customers
13858.0,2011-10-13 16:17:00,1,216.17,57,3,4,5,Regular customers
13859.0,2011-01-17 16:14:00,1,201.16,326,5,4,5,High-value customers
13860.0,2011-12-08 12:57:00,5,1245.9,1,1,2,2,At-risk customers
13862.0,2011-11-21 16:24:00,8,2209.36,18,2,1,1,Inactive customers
13863.0,2011-04-06 10:20:00,1,305.78,248,5,4,4,High-value customers
13865.0,2011-10-12 13:31:00,4,501.56,58,3,2,3,Inactive customers
13866.0,2011-09-26 14:54:00,1,145.67000000000002,74,4,4,5,High-value customers
13867.0,2011-11-08 15:48:00,3,1015.29,31,2,2,2,At-risk customers
13868.0,2011-12-02 16:32:00,2,3192.54,7,1,3,1,At-risk customers
13869.0,2011-08-08 13:53:00,4,3104.95,123,4,2,1,New customers
13870.0,2011-12-07 13:23:00,8,2770.94,2,1,1,1,Inactive customers
13871.0,2011-11-17 10:49:00,13,6403.25,23,2,1,1,Inactive customers
13873.0,2011-08-12 10:08:00,3,389.6,120,4,2,4,New customers
13874.0,2010-12-16 18:20:00,1,540.45,358,5,4,3,Loyal customers
13875.0,2011-10-17 09:36:00,5,1786.79,54,3,2,2,Inactive customers
13876.0,2011-10-07 10:22:00,1,122.7,64,3,4,5,Regular customers
13877.0,2011-09-14 15:49:00,1,117.24,86,4,4,5,High-value customers
13878.0,2011-10-16 12:19:00,1,1281.53,55,3,4,2,Inactive customers
13880.0,2011-11-18 13:44:00,13,3219.77,21,2,1,1,Inactive customers
13881.0,2011-12-06 12:50:00,20,17159.52,4,1,1,1,Inactive customers
13882.0,2011-12-07 11:16:00,5,1191.13,3,1,2,2,At-risk customers
13883.0,2011-11-29 10:45:00,5,2674.48,11,1,2,1,At-risk customers
13884.0,2011-12-02 16:30:00,5,787.6,7,1,2,3,At-risk customers
13885.0,2011-06-03 15:07:00,2,506.8,189,5,3,3,Regular customers
13886.0,2011-09-29 13:17:00,1,243.56,71,3,4,5,Regular customers
13887.0,2011-05-19 17:22:00,1,349.55,204,5,4,4,High-value customers
13888.0,2011-08-12 10:13:00,2,605.63,120,4,3,3,Regular customers
13889.0,2011-09-08 09:13:00,1,416.90000000000003,93,4,4,4,High-value customers
13890.0,2011-12-08 15:36:00,10,1883.8100000000002,1,1,1,2,Inactive customers
13892.0,2011-11-13 11:50:00,4,632.97,27,2,2,3,At-risk customers
13893.0,2011-02-15 11:30:00,1,821.1,298,5,4,3,Loyal customers
13894.0,2011-11-16 09:44:00,3,564.62,24,2,2,3,At-risk customers
13895.0,2011-11-11 16:57:00,4,2593.07,28,2,2,1,At-risk customers
13897.0,2011-10-20 14:30:00,1,311.16,50,3,4,4,Regular customers
13898.0,2011-01-18 10:28:00,1,155.93,326,5,4,5,High-value customers
13899.0,2011-11-23 13:40:00,2,388.52,16,2,3,4,Regular customers
13900.0,2011-06-09 19:26:00,3,740.95,183,5,2,3,New customers
13901.0,2011-09-28 14:48:00,5,2867.2,72,4,2,1,New customers
13904.0,2011-11-02 13:41:00,2,332.64,37,3,3,4,Regular customers
13908.0,2011-09-21 11:49:00,4,2369.55,80,4,2,1,New customers
13911.0,2011-10-13 15:43:00,9,2580.91,57,3,1,1,Inactive customers
13914.0,2011-11-28 10:35:00,2,626.45,12,1,3,3,Regular customers
13917.0,2011-10-21 09:56:00,2,272.04,50,3,3,4,Regular customers
13918.0,2011-10-21 12:25:00,2,1212.8400000000001,50,3,3,2,Inactive customers
13919.0,2011-10-11 14:24:00,2,384.81,59,3,3,4,Regular customers
13922.0,2010-12-23 10:38:00,1,172.25,352,5,4,5,High-value customers
13923.0,2011-10-17 12:33:00,1,351.13,54,3,4,4,Regular customers
13924.0,2011-12-08 09:39:00,6,1838.8500000000001,2,1,1,2,Inactive customers
13925.0,2011-09-08 12:47:00,4,678.25,93,4,2,3,New customers
13926.0,2011-11-16 13:16:00,1,223.85000000000002,23,2,4,5,Regular customers
13927.0,2011-09-26 12:00:00,1,348.99,75,4,4,4,High-value customers
13928.0,2011-11-29 10:33:00,4,464.57,11,1,2,4,At-risk customers
13929.0,2011-06-23 15:26:00,2,842.65,169,4,3,3,Regular customers
13930.0,2011-10-13 09:45:00,2,337.34,58,3,3,4,Regular customers
13931.0,2011-09-05 10:12:00,2,1237.53,96,4,3,2,Inactive customers
13932.0,2011-02-18 12:02:00,1,307.4,295,5,4,4,High-value customers
13933.0,2011-08-22 14:03:00,2,608.7900000000001,109,4,3,3,Regular customers
13934.0,2011-03-21 08:39:00,1,922.1,264,5,4,3,Loyal customers
13936.0,2011-06-13 08:47:00,1,376.58,180,5,4,4,High-value customers
13937.0,2011-06-23 16:35:00,1,158.85,169,4,4,5,High-value customers
13938.0,2011-11-04 14:37:00,1,71.66,35,3,4,5,Regular customers
13939.0,2011-11-16 13:33:00,3,568.55,23,2,2,3,At-risk customers
13940.0,2011-11-22 15:15:00,4,839.14,17,2,2,3,At-risk customers
13941.0,2011-11-18 09:43:00,5,5112.96,22,2,2,1,At-risk customers
13946.0,2011-09-21 13:33:00,3,561.5699999999999,79,4,2,3,New customers
13947.0,2011-10-05 14:42:00,1,90.6,65,3,4,5,Regular customers
13948.0,2010-12-14 10:18:00,1,102.0,361,5,4,5,High-value customers
13949.0,2011-12-07 09:35:00,6,2427.32,3,1,1,1,Inactive customers
13950.0,2011-11-28 14:44:00,4,745.06,11,1,2,3,At-risk customers
13951.0,2011-06-16 16:43:00,3,674.45,176,4,2,3,New customers
13952.0,2011-05-06 09:00:00,2,3251.071,218,5,3,1,Inactive customers
13953.0,2011-12-02 16:04:00,7,3515.68,7,1,1,1,Inactive customers
13954.0,2011-12-08 12:50:00,2,439.92,2,1,3,4,Regular customers
13955.0,2011-07-08 17:19:00,2,322.96,154,4,3,4,Regular customers
13956.0,2011-12-04 13:20:00,5,1026.42,5,1,2,2,At-risk customers
13959.0,2011-09-21 15:06:00,3,598.2,79,4,2,3,New customers
13960.0,2011-11-18 15:27:00,2,230.22,21,2,3,5,Regular customers
13962.0,2011-11-18 08:47:00,2,169.55,22,2,3,5,Regular customers
13963.0,2011-02-04 14:43:00,4,664.54,308,5,2,3,New customers
13967.0,2011-07-17 12:02:00,1,80.7,146,4,4,5,High-value customers
13969.0,2011-12-02 15:11:00,18,9053.94,7,1,1,1,Inactive customers
13971.0,2011-11-21 12:06:00,8,2758.26,19,2,1,1,Inactive customers
13972.0,2011-09-30 11:54:00,2,190.25,71,3,3,5,Regular customers
13973.0,2011-02-25 15:21:00,1,264.7,287,5,4,4,High-value customers
13974.0,2011-10-21 14:41:00,1,413.59000000000003,49,3,4,4,Regular customers
13975.0,2011-11-08 13:19:00,6,2526.28,31,2,1,1,Inactive customers
13976.0,2011-05-17 09:13:00,1,357.98,207,5,4,4,High-value customers
13978.0,2011-11-25 11:36:00,2,196.79000000000002,15,2,3,5,Regular customers
13979.0,2011-09-27 13:32:00,1,869.87,73,4,4,3,Loyal customers
13980.0,2011-10-10 13:34:00,1,200.14,60,3,4,5,Regular customers
13982.0,2011-10-31 16:24:00,4,1871.81,39,3,2,2,Inactive customers
13983.0,2011-11-10 11:06:00,12,2603.43,30,2,1,1,Inactive customers
13984.0,2011-11-13 12:38:00,5,920.51,27,2,2,3,At-risk customers
13985.0,2011-12-05 17:06:00,15,7060.13,4,1,1,1,Inactive customers
13986.0,2011-11-22 15:00:00,1,320.46,17,2,4,4,Regular customers
13988.0,2011-11-20 10:15:00,6,4147.96,20,2,1,1,Inactive customers
13989.0,2011-10-05 09:47:00,2,1266.08,66,3,3,2,Inactive customers
13990.0,2011-05-10 15:19:00,1,311.3,213,5,4,4,High-value customers
13991.0,2011-11-27 16:18:00,6,855.97,12,1,1,3,Inactive customers
13992.0,2011-11-09 15:23:00,1,76.8,30,2,4,5,Regular customers
13993.0,2011-10-28 09:06:00,9,3466.36,43,3,1,1,Inactive customers
13994.0,2011-12-06 11:05:00,6,2313.14,4,1,1,1,Inactive customers
13995.0,2011-11-24 14:22:00,5,1393.69,15,2,2,2,At-risk customers
13999.0,2011-11-29 13:40:00,12,3901.81,10,1,1,1,Inactive customers
14000.0,2011-05-12 16:50:00,1,635.66,211,5,4,3,Loyal customers
14001.0,2011-10-25 10:31:00,3,2043.0800000000002,46,3,2,2,Inactive customers
14002.0,2011-07-28 15:55:00,2,529.73,134,4,3,3,Regular customers
14004.0,2011-10-27 14:40:00,7,4582.64,43,3,1,1,Inactive customers
14005.0,2011-11-30 12:41:00,5,2874.72,10,1,2,1,At-risk customers
14006.0,2011-08-16 09:39:00,3,962.19,116,4,2,2,New customers
14009.0,2011-05-25 15:47:00,2,695.61,198,5,3,3,Regular customers
14012.0,2011-03-07 12:26:00,1,328.8,278,5,4,4,High-value customers
14013.0,2011-08-21 15:01:00,3,473.02,110,4,2,4,New customers
14014.0,2011-09-23 13:18:00,1,505.18,77,4,4,3,Loyal customers
14015.0,2011-10-18 10:02:00,1,917.34,53,3,4,3,Regular customers
14016.0,2011-07-01 11:29:00,4,4341.21,162,4,2,1,New customers
14019.0,2011-10-24 10:13:00,3,1421.61,47,3,2,2,Inactive customers
14020.0,2011-11-23 09:22:00,2,642.8,17,2,3,3,Regular customers
14021.0,2011-07-07 15:46:00,3,631.9,155,4,2,3,New customers
14022.0,2011-04-28 14:39:00,1,440.0,225,5,4,4,High-value customers
14023.0,2011-12-02 13:58:00,2,584.07,7,1,3,3,Regular customers
14024.0,2011-08-10 11:30:00,2,327.7,122,4,3,4,Regular customers
14027.0,2011-10-10 09:01:00,1,104.82,61,3,4,5,Regular customers
14029.0,2011-10-07 14:46:00,2,467.66,63,3,3,4,Regular customers
14030.0,2011-11-21 16:48:00,8,2360.09,18,2,1,1,Inactive customers
14031.0,2011-12-02 17:13:00,19,17286.86,7,1,1,1,Inactive customers
14032.0,2011-12-07 15:23:00,11,2975.59,2,1,1,1,Inactive customers
14034.0,2011-11-17 14:02:00,3,651.8199999999999,22,2,2,3,At-risk customers
14035.0,2011-11-11 10:03:00,5,1428.02,29,2,2,2,At-risk customers
14036.0,2011-02-28 09:26:00,1,626.65,285,5,4,3,Loyal customers
14037.0,2011-06-16 13:57:00,2,147.20000000000002,176,4,3,5,Regular customers
14038.0,2011-09-22 13:37:00,3,1560.38,78,4,2,2,New customers
14039.0,2011-11-06 13:48:00,1,152.2,33,3,4,5,Regular customers
14040.0,2011-10-30 12:42:00,12,3614.92,41,3,1,1,Inactive customers
14041.0,2011-03-18 13:25:00,1,141.41,266,5,4,5,High-value customers
14044.0,2011-11-13 12:05:00,4,652.82,27,2,2,3,At-risk customers
14045.0,2011-08-22 15:27:00,4,1659.75,109,4,2,2,New customers
14046.0,2011-02-28 14:48:00,1,154.99,284,5,4,5,High-value customers
14047.0,2011-12-01 11:43:00,5,1308.6100000000001,9,1,2,2,At-risk customers
14048.0,2011-02-07 14:53:00,1,409.93,305,5,4,4,High-value customers
14049.0,2011-11-23 12:20:00,4,5681.72,17,2,2,1,At-risk customers
14050.0,2011-11-08 10:00:00,2,746.36,32,2,3,3,Regular customers
14051.0,2011-12-09 10:20:00,23,15610.390000000001,1,1,1,1,Inactive customers
14052.0,2011-11-20 12:30:00,1,225.36,20,2,4,5,Regular customers
14053.0,2011-08-07 14:27:00,2,260.25,124,4,3,4,Regular customers
14054.0,2011-10-05 15:49:00,1,92.46,65,3,4,5,Regular customers
14055.0,2011-08-25 15:04:00,1,725.6400000000001,106,4,4,3,Loyal customers
14056.0,2011-12-08 13:36:00,23,8214.65,1,1,1,1,Inactive customers
14057.0,2011-11-16 10:32:00,17,6217.96,24,2,1,1,Inactive customers
14059.0,2011-03-18 10:06:00,1,183.6,267,5,4,5,High-value customers
