InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
546756,79067,Unknown,-5,2011-03-16 13:31:00,0.0,Unknown,United Kingdom
546933,85123A,White Hanging Heart T-light Holder,1,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,85099B,Jumbo Bag Red Retrospot,2,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,48184,Doormat English Rose,2,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22692,Doormat Welcome To Our Home,1,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22683,French Blue Metal Door Sign 8,2,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22686,French Blue Metal Door Sign No,3,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22681,French Blue Metal Door Sign 6,7,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22682,French Blue Metal Door Sign 7,3,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22685,French Blue Metal Door Sign 0,1,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22680,French Blue Metal Door Sign 5,3,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22684,French Blue Metal Door Sign 9,3,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22678,French Blue Metal Door Sign 3,3,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22679,French Blue Metal Door Sign 4,4,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22676,French Blue Metal Door Sign 1,3,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22666,Recipe Box Pantry Yellow Design,9,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22627,Mint Kitchen Scales,1,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22626,Black Kitchen Scales,1,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22625,Red Kitchen Scales,3,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22623,Box Of Vintage Jigsaw Blocks,1,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22521,Childs Garden Trowel Pink,1,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22430,Enamel Watering Can Cream,3,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22375,Airline Bag Vintage Jet Set Brown,1,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22374,Airline Bag Vintage Jet Set Red,1,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22366,Doormat Airmail,1,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22364,Glass Jar Digestive Biscuits,2,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22631,Circus Parade Lunch Box,3,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,21556,Ceramic Strawberry Money Box,2,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22666,Recipe Box Pantry Yellow Design,1,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,22372,Airline Bag Vintage World Champion,1,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
546933,20719,Woodland Charlotte Bag,1,2011-03-18 11:02:00,0.0,Unknown,United Kingdom
547328,22272,Unknown,45,2011-03-22 11:37:00,0.0,Unknown,United Kingdom
547329,20681,Unknown,-1,2011-03-22 11:38:00,0.0,Unknown,United Kingdom
547330,21894,Unknown,-40,2011-03-22 11:40:00,0.0,Unknown,United Kingdom
547331,17013D,Unknown,-20,2011-03-22 11:41:00,0.0,Unknown,United Kingdom
547332,21613,Unknown,-47,2011-03-22 11:42:00,0.0,Unknown,United Kingdom
547333,22791,Unknown,-70,2011-03-22 11:43:00,0.0,Unknown,United Kingdom
547335,20934,Unknown,-15,2011-03-22 11:44:00,0.0,Unknown,United Kingdom
547336,21689,Wrong Barcode,-323,2011-03-22 11:45:00,0.0,Unknown,United Kingdom
547337,85025C,Barcode Problem,-230,2011-03-22 11:47:00,0.0,Unknown,United Kingdom
547338,22245,Unknown,-110,2011-03-22 11:49:00,0.0,Unknown,United Kingdom
547339,84406B,?,-450,2011-03-22 11:51:00,0.0,Unknown,United Kingdom
547341,85049D,Unknown,-20,2011-03-22 11:53:00,0.0,Unknown,United Kingdom
547343,77101A,Unknown,4,2011-03-22 11:54:00,0.0,Unknown,United Kingdom
547344,22838,Unknown,5,2011-03-22 11:55:00,0.0,Unknown,United Kingdom
547345,22838,Unknown,-10,2011-03-22 11:55:00,0.0,Unknown,United Kingdom
547346,21000,Unknown,-41,2011-03-22 11:56:00,0.0,Unknown,United Kingdom
547347,22470,Unknown,-6,2011-03-22 11:56:00,0.0,Unknown,United Kingdom
547348,85206A,Unknown,4,2011-03-22 11:57:00,0.0,Unknown,United Kingdom
547363,22459,?lost,-232,2011-03-22 12:33:00,0.0,Unknown,United Kingdom
547369,21898,Unknown,-83,2011-03-22 13:24:00,0.0,Unknown,United Kingdom
547394,71477,Unknown,1,2011-03-22 16:38:00,0.0,Unknown,United Kingdom
547395,84977,Unknown,1,2011-03-22 16:38:00,0.0,Unknown,United Kingdom
547396,79321,Chilli Lights,1,2011-03-22 16:54:00,0.0,Unknown,United Kingdom
547402,85028L,Unknown,12,2011-03-22 17:04:00,0.0,Unknown,United Kingdom
547403,85028L,Unknown,-2,2011-03-22 17:05:00,0.0,Unknown,United Kingdom
547404,85028S,Unknown,24,2011-03-22 17:05:00,0.0,Unknown,United Kingdom
547417,22062,Ceramic Bowl With Love Heart Design,36,2011-03-23 10:25:00,0.0,13239.0,United Kingdom
547487,84596E,Unknown,-153,2011-03-23 11:29:00,0.0,Unknown,United Kingdom
547505,22198,Unknown,-9,2011-03-23 13:36:00,0.0,Unknown,United Kingdom
547506,21538,Unknown,-2,2011-03-23 13:38:00,0.0,Unknown,United Kingdom
547522,21717,Unknown,5,2011-03-23 15:02:00,0.0,Unknown,United Kingdom
547523,85197,Unknown,5,2011-03-23 15:03:00,0.0,Unknown,United Kingdom
547524,22451,Unknown,4,2011-03-23 15:03:00,0.0,Unknown,United Kingdom
547525,21258,Unknown,3,2011-03-23 15:04:00,0.0,Unknown,United Kingdom
547526,22627,Unknown,3,2011-03-23 15:04:00,0.0,Unknown,United Kingdom
547527,21826,Unknown,2,2011-03-23 15:04:00,0.0,Unknown,United Kingdom
547528,84840,Unknown,2,2011-03-23 15:05:00,0.0,Unknown,United Kingdom
547529,21841,Unknown,1,2011-03-23 15:05:00,0.0,Unknown,United Kingdom
547530,22764,Unknown,3,2011-03-23 15:05:00,0.0,Unknown,United Kingdom
547531,82605,Unknown,1,2011-03-23 15:06:00,0.0,Unknown,United Kingdom
547532,84227,Unknown,1,2011-03-23 15:06:00,0.0,Unknown,United Kingdom
547533,84968B,Unknown,2,2011-03-23 15:06:00,0.0,Unknown,United Kingdom
547534,90084,Unknown,1,2011-03-23 15:06:00,0.0,Unknown,United Kingdom
547536,90005A,Unknown,1,2011-03-23 15:07:00,0.0,Unknown,United Kingdom
547557,22866,Unknown,2,2011-03-23 16:53:00,0.0,Unknown,United Kingdom
547559,72759,Thrown Away-can't Sell.,-524,2011-03-23 17:27:00,0.0,Unknown,United Kingdom
547560,72732,Thrown Away-can't Sell,-2472,2011-03-23 17:28:00,0.0,Unknown,United Kingdom
547575,85025C,Unknown,144,2011-03-24 10:18:00,0.0,Unknown,United Kingdom
547593,20785,Unknown,-2,2011-03-24 11:18:00,0.0,Unknown,United Kingdom
547595,82483,Unknown,-12,2011-03-24 11:20:00,0.0,Unknown,United Kingdom
547596,84306,Unknown,-5,2011-03-24 11:20:00,0.0,Unknown,United Kingdom
547597,17011F,Unknown,-18,2011-03-24 11:21:00,0.0,Unknown,United Kingdom
547598,21332,Unknown,-25,2011-03-24 11:24:00,0.0,Unknown,United Kingdom
547599,21361,Unknown,-10,2011-03-24 11:24:00,0.0,Unknown,United Kingdom
547606,22173,Unknown,-22,2011-03-24 11:26:00,0.0,Unknown,United Kingdom
547611,84631,Unknown,-9,2011-03-24 11:26:00,0.0,Unknown,United Kingdom
547618,21547,Unknown,-12,2011-03-24 11:28:00,0.0,Unknown,United Kingdom
547626,20973,Unknown,60,2011-03-24 11:30:00,0.0,Unknown,United Kingdom
547646,84849D,Unknown,-80,2011-03-24 11:42:00,0.0,Unknown,United Kingdom
547673,47593A,Found,13,2011-03-24 13:57:00,0.0,Unknown,United Kingdom
547696,35809B,Unknown,12,2011-03-24 16:07:00,0.0,Unknown,United Kingdom
547699,21143,Unknown,-32,2011-03-24 16:38:00,0.0,Unknown,United Kingdom
547700,21147,Unknown,-105,2011-03-24 16:39:00,0.0,Unknown,United Kingdom
547701,84559D,Unknown,-7,2011-03-24 16:42:00,0.0,Unknown,United Kingdom
547704,21621,Rcvd Be Air Temp Fix For Dotcom Sit,100,2011-03-24 17:51:00,0.0,Unknown,United Kingdom
547813,84840,Unknown,1,2011-03-25 14:11:00,0.0,Unknown,United Kingdom
547827,22444,Unknown,82,2011-03-25 15:10:00,0.0,Unknown,United Kingdom
547916,22459,Unknown,-36,2011-03-28 12:46:00,0.0,Unknown,United Kingdom
547917,21898,Unknown,6,2011-03-28 12:46:00,0.0,Unknown,United Kingdom
547927,37444C,Unknown,5,2011-03-28 13:59:00,0.0,Unknown,United Kingdom
547928,37444B,Unknown,1,2011-03-28 14:00:00,0.0,Unknown,United Kingdom
547929,21393,Unknown,3,2011-03-28 14:00:00,0.0,Unknown,United Kingdom
547932,85197,Unknown,24,2011-03-28 14:01:00,0.0,Unknown,United Kingdom
547933,21445,Unknown,1,2011-03-28 14:02:00,0.0,Unknown,United Kingdom
547943,21357,Unknown,1,2011-03-28 14:58:00,0.0,Unknown,United Kingdom
547948,71038,Unknown,167,2011-03-28 15:06:00,0.0,Unknown,United Kingdom
547950,35241,Damages?,-40,2011-03-28 15:11:00,0.0,Unknown,United Kingdom
547957,20713,Unknown,32,2011-03-28 15:16:00,0.0,Unknown,United Kingdom
547959,20713,Unknown,23,2011-03-28 15:19:00,0.0,Unknown,United Kingdom
547966,DOT,Unknown,1000,2011-03-28 15:49:00,0.0,Unknown,United Kingdom
547989,21621,Re Dotcom Quick Fix.,-100,2011-03-29 09:36:00,0.0,Unknown,United Kingdom
547994,21228,Unknown,-7,2011-03-29 10:18:00,0.0,Unknown,United Kingdom
547995,35823P,Unknown,-12,2011-03-29 10:20:00,0.0,Unknown,United Kingdom
547996,84534B,Unknown,-10,2011-03-29 10:22:00,0.0,Unknown,United Kingdom
547997,20857,Unknown,-34,2011-03-29 10:22:00,0.0,Unknown,United Kingdom
547998,20854,Unknown,-2,2011-03-29 10:23:00,0.0,Unknown,United Kingdom
547999,20860,Unknown,-7,2011-03-29 10:24:00,0.0,Unknown,United Kingdom
548000,85224,Unknown,-7,2011-03-29 10:24:00,0.0,Unknown,United Kingdom
548001,22451,Unknown,11,2011-03-29 10:26:00,0.0,Unknown,United Kingdom
548002,21051,Unknown,-25,2011-03-29 10:27:00,0.0,Unknown,United Kingdom
548008,21190,Unknown,-80,2011-03-29 10:52:00,0.0,Unknown,United Kingdom
548069,20713,Unknown,-22,2011-03-29 12:10:00,0.0,Unknown,United Kingdom
548095,20850,Unknown,-3,2011-03-29 12:17:00,0.0,Unknown,United Kingdom
548098,21283,Unknown,-15,2011-03-29 12:17:00,0.0,Unknown,United Kingdom
548104,84854,Unknown,-3,2011-03-29 12:18:00,0.0,Unknown,United Kingdom
548110,21911,Unknown,-27,2011-03-29 12:20:00,0.0,Unknown,United Kingdom
548149,72821,Unknown,-2,2011-03-29 12:36:00,0.0,Unknown,United Kingdom
548161,20734,Unknown,2,2011-03-29 13:40:00,0.0,Unknown,United Kingdom
548173,85067,Unknown,-3,2011-03-29 14:17:00,0.0,Unknown,United Kingdom
548175,46115B,Unknown,-2,2011-03-29 14:19:00,0.0,Unknown,United Kingdom
548195,79321,Unknown,27,2011-03-29 15:36:00,0.0,Unknown,United Kingdom
548205,21614,Unknown,48,2011-03-29 16:51:00,0.0,Unknown,United Kingdom
548206,22469,Unknown,-53,2011-03-29 16:56:00,0.0,Unknown,United Kingdom
548207,20713,Unknown,25,2011-03-29 17:11:00,0.0,Unknown,United Kingdom
548209,21621,Unknown,-30,2011-03-29 17:21:00,0.0,Unknown,United Kingdom
548220,79321,Unknown,14,2011-03-30 09:47:00,0.0,Unknown,United Kingdom
548221,85049B,Unknown,1,2011-03-30 09:47:00,0.0,Unknown,United Kingdom
548224,47593A,Unknown,2,2011-03-30 10:23:00,0.0,Unknown,United Kingdom
548227,90099,Unknown,-19,2011-03-30 10:24:00,0.0,Unknown,United Kingdom
548261,90104,Unknown,2,2011-03-30 11:19:00,0.0,Unknown,United Kingdom
548269,22036,Unknown,-45,2011-03-30 11:35:00,0.0,Unknown,United Kingdom
548286,10002,Unknown,180,2011-03-30 11:47:00,0.0,Unknown,United Kingdom
548318,22055,Mini Cake Stand Hanging Strawbery,5,2011-03-30 12:45:00,0.0,13113.0,United Kingdom
548328,21527,Unknown,-21,2011-03-30 13:11:00,0.0,Unknown,United Kingdom
548339,21827,Unknown,-42,2011-03-30 14:08:00,0.0,Unknown,United Kingdom
548364,21095,Unknown,53,2011-03-30 15:49:00,0.0,Unknown,United Kingdom
548365,79172D,Unknown,-7,2011-03-30 15:49:00,0.0,Unknown,United Kingdom
548366,84678,Unknown,-33,2011-03-30 15:50:00,0.0,Unknown,United Kingdom
548369,84683,Unknown,-6,2011-03-30 16:00:00,0.0,Unknown,United Kingdom
548376,22533,Unknown,-80,2011-03-30 16:39:00,0.0,Unknown,United Kingdom
548377,85016,Unknown,-46,2011-03-30 16:40:00,0.0,Unknown,United Kingdom
548378,22052,Unknown,-75,2011-03-30 16:41:00,0.0,Unknown,United Kingdom
548379,20702,Unknown,11,2011-03-30 16:41:00,0.0,Unknown,United Kingdom
548380,22127,Dotcom Sold In 6's,-60,2011-03-30 16:44:00,0.0,Unknown,United Kingdom
548381,22127,Sold In Set?,-690,2011-03-30 16:45:00,0.0,Unknown,United Kingdom
548382,84898F,Unknown,-2,2011-03-30 16:46:00,0.0,Unknown,United Kingdom
548383,84906,Unknown,5,2011-03-30 16:46:00,0.0,Unknown,United Kingdom
548385,22168,Unknown,-19,2011-03-30 16:47:00,0.0,Unknown,United Kingdom
548394,82494L,Cracked,-39,2011-03-30 17:18:00,0.0,Unknown,United Kingdom
548395,22194,Unknown,-9,2011-03-30 17:20:00,0.0,Unknown,United Kingdom
548396,22719,Sold As 22467,-25,2011-03-30 17:21:00,0.0,Unknown,United Kingdom
548397,21195,Unknown,-30,2011-03-30 17:23:00,0.0,Unknown,United Kingdom
548398,22482,Unknown,-66,2011-03-30 17:24:00,0.0,Unknown,United Kingdom
548399,15030,Unknown,150,2011-03-30 17:25:00,0.0,Unknown,United Kingdom
548402,21040,Unknown,-5,2011-03-31 09:26:00,0.0,Unknown,United Kingdom
548535,90010A,Unknown,25,2011-03-31 17:33:00,0.0,Unknown,United Kingdom
548536,90010B,Unknown,-50,2011-03-31 17:34:00,0.0,Unknown,United Kingdom
548537,90173,Unknown,-28,2011-03-31 17:35:00,0.0,Unknown,United Kingdom
548538,90082B,Unknown,3,2011-03-31 17:36:00,0.0,Unknown,United Kingdom
548539,90005A,Unknown,2,2011-03-31 17:37:00,0.0,Unknown,United Kingdom
548540,90035A,Unknown,-9,2011-03-31 17:51:00,0.0,Unknown,United Kingdom
548615,16010,Unknown,-7,2011-04-01 11:47:00,0.0,Unknown,United Kingdom
548620,84313B,Damaged,-32,2011-04-01 11:53:00,0.0,Unknown,United Kingdom
548637,84596E,Unknown,5,2011-04-01 12:32:00,0.0,Unknown,United Kingdom
548638,21258,Unknown,4,2011-04-01 12:34:00,0.0,Unknown,United Kingdom
548639,22627,Unknown,1,2011-04-01 12:34:00,0.0,Unknown,United Kingdom
548646,21472,Unknown,-140,2011-04-01 13:15:00,0.0,Unknown,United Kingdom
548662,82494L,Unknown,-180,2011-04-01 14:31:00,0.0,Unknown,United Kingdom
548675,85185D,Unknown,-2,2011-04-01 16:39:00,0.0,Unknown,United Kingdom
548676,72800F,Unknown,-5,2011-04-01 16:40:00,0.0,Unknown,United Kingdom
548677,72781,Unknown,-30,2011-04-01 16:40:00,0.0,Unknown,United Kingdom
548678,35015,Unknown,-9,2011-04-01 16:41:00,0.0,Unknown,United Kingdom
548679,72793,Unknown,-3,2011-04-01 16:42:00,0.0,Unknown,United Kingdom
548680,72800D,Unknown,-18,2011-04-01 16:43:00,0.0,Unknown,United Kingdom
548681,72800D,Unknown,3,2011-04-01 16:43:00,0.0,Unknown,United Kingdom
548682,72789,Unknown,-2,2011-04-01 16:44:00,0.0,Unknown,United Kingdom
548683,72801G,Unknown,47,2011-04-01 16:45:00,0.0,Unknown,United Kingdom
548684,72798C,Unknown,-2,2011-04-01 16:46:00,0.0,Unknown,United Kingdom
548685,85018B,Unknown,-2,2011-04-01 16:47:00,0.0,Unknown,United Kingdom
548693,22720,Unknown,-60,2011-04-01 17:25:00,0.0,Unknown,United Kingdom
548694,22720,Unknown,10,2011-04-01 17:28:00,0.0,Unknown,United Kingdom
548871,22162,Heart Garland Rustic Padded,2,2011-04-04 14:42:00,0.0,14410.0,United Kingdom
548886,85118,Unknown,-6,2011-04-04 15:23:00,0.0,Unknown,United Kingdom
548887,35824B,Unknown,-8,2011-04-04 15:24:00,0.0,Unknown,United Kingdom
548888,84726,Unknown,-14,2011-04-04 15:25:00,0.0,Unknown,United Kingdom
548889,84875A,Unknown,-17,2011-04-04 15:26:00,0.0,Unknown,United Kingdom
548890,84876C,Unknown,-19,2011-04-04 15:26:00,0.0,Unknown,United Kingdom
548897,47570B,Unknown,-70,2011-04-04 16:22:00,0.0,Unknown,United Kingdom
548980,22114,Unknown,-194,2011-04-05 12:21:00,0.0,Unknown,United Kingdom
548986,21210,Unknown,-177,2011-04-05 12:46:00,0.0,Unknown,United Kingdom
548989,72799F,Unknown,-46,2011-04-05 13:19:00,0.0,Unknown,United Kingdom
548997,84507B,Unknown,20,2011-04-05 14:33:00,0.0,Unknown,United Kingdom
548998,84741C,Unknown,8,2011-04-05 14:34:00,0.0,Unknown,United Kingdom
548999,84743C,Damages,-26,2011-04-05 14:34:00,0.0,Unknown,United Kingdom
549000,35972,Unknown,-45,2011-04-05 14:35:00,0.0,Unknown,United Kingdom
549001,84845D,Unknown,-5,2011-04-05 14:35:00,0.0,Unknown,United Kingdom
549002,21278,Unknown,17,2011-04-05 14:36:00,0.0,Unknown,United Kingdom
549003,21279,Unknown,14,2011-04-05 14:36:00,0.0,Unknown,United Kingdom
549004,21274,Unknown,-3,2011-04-05 14:37:00,0.0,Unknown,United Kingdom
549005,16020C,Unknown,-5,2011-04-05 14:37:00,0.0,Unknown,United Kingdom
549006,84508B,Unknown,-23,2011-04-05 14:38:00,0.0,Unknown,United Kingdom
549008,21281,Unknown,-31,2011-04-05 14:38:00,0.0,Unknown,United Kingdom
549009,21474,Unknown,-8,2011-04-05 14:39:00,0.0,Unknown,United Kingdom
549010,21684,Unknown,-62,2011-04-05 14:39:00,0.0,Unknown,United Kingdom
549011,62096B,Unknown,-8,2011-04-05 14:41:00,0.0,Unknown,United Kingdom
549028,84569A,Unknown,-18,2011-04-05 17:02:00,0.0,Unknown,United Kingdom
549029,84569B,Unknown,-17,2011-04-05 17:03:00,0.0,Unknown,United Kingdom
549030,84520B,Unknown,-61,2011-04-05 17:03:00,0.0,Unknown,United Kingdom
549031,10134,Unknown,-19,2011-04-05 17:04:00,0.0,Unknown,United Kingdom
549032,20778,Unknown,-6,2011-04-05 17:06:00,0.0,Unknown,United Kingdom
549033,16254,Unknown,-5,2011-04-05 17:08:00,0.0,Unknown,United Kingdom
549034,16248B,Unknown,2,2011-04-05 17:08:00,0.0,Unknown,United Kingdom
549035,72051S,Unknown,-15,2011-04-05 17:09:00,0.0,Unknown,United Kingdom
549036,84993B,Unknown,-54,2011-04-05 17:09:00,0.0,Unknown,United Kingdom
549037,84569C,Unknown,-37,2011-04-05 17:09:00,0.0,Unknown,United Kingdom
549038,84569D,Unknown,-70,2011-04-05 17:10:00,0.0,Unknown,United Kingdom
549042,21681,Unknown,-2,2011-04-05 17:24:00,0.0,Unknown,United Kingdom
549043,84990,Unknown,-24,2011-04-05 17:26:00,0.0,Unknown,United Kingdom
549100,21484,Chick Grey Hot Water Bottle,1,2011-04-06 11:14:00,0.0,Unknown,United Kingdom
549103,82494L,Unknown,167,2011-04-06 11:39:00,0.0,Unknown,United Kingdom
549132,20756,Unknown,-70,2011-04-06 15:22:00,0.0,Unknown,United Kingdom
549133,20759,Unknown,-52,2011-04-06 15:22:00,0.0,Unknown,United Kingdom
549134,20758,Unknown,-54,2011-04-06 15:22:00,0.0,Unknown,United Kingdom
549135,20760,Unknown,31,2011-04-06 15:23:00,0.0,Unknown,United Kingdom
549136,21414,Unknown,-3,2011-04-06 15:23:00,0.0,Unknown,United Kingdom
549137,84459B,Unknown,-7,2011-04-06 15:24:00,0.0,Unknown,United Kingdom
549138,22988,Unknown,12,2011-04-06 15:25:00,0.0,Unknown,United Kingdom
549139,22988,Unknown,-91,2011-04-06 15:26:00,0.0,Unknown,United Kingdom
549140,35819B,Unknown,7,2011-04-06 15:26:00,0.0,Unknown,United Kingdom
549141,35819B,Unknown,70,2011-04-06 15:26:00,0.0,Unknown,United Kingdom
549142,35650,Unknown,-24,2011-04-06 15:26:00,0.0,Unknown,United Kingdom
549143,84597C,Unknown,-17,2011-04-06 15:27:00,0.0,Unknown,United Kingdom
549144,21416,Unknown,-14,2011-04-06 15:28:00,0.0,Unknown,United Kingdom
549145,21421,Unknown,26,2011-04-06 15:28:00,0.0,Unknown,United Kingdom
549146,85017A,Unknown,-10,2011-04-06 15:29:00,0.0,Unknown,United Kingdom
549147,20773,Unknown,-4,2011-04-06 15:30:00,0.0,Unknown,United Kingdom
549149,35649,Unknown,-43,2011-04-06 15:31:00,0.0,Unknown,United Kingdom
549150,79336,Unknown,-47,2011-04-06 15:32:00,0.0,Unknown,United Kingdom
549151,21664,Unknown,20,2011-04-06 15:33:00,0.0,Unknown,United Kingdom
549156,17013D,Unknown,-9,2011-04-06 17:11:00,0.0,Unknown,United Kingdom
549157,21511,Unknown,-9,2011-04-06 17:13:00,0.0,Unknown,United Kingdom
549158,21910,Unknown,-1,2011-04-06 17:13:00,0.0,Unknown,United Kingdom
549159,22052,Unknown,-25,2011-04-06 17:14:00,0.0,Unknown,United Kingdom
549160,81953P,Unknown,-7,2011-04-06 17:15:00,0.0,Unknown,United Kingdom
549161,21518,Unknown,-31,2011-04-06 17:15:00,0.0,Unknown,United Kingdom
549163,84247L,Unknown,8,2011-04-06 17:18:00,0.0,Unknown,United Kingdom
549164,16169P,Unknown,-75,2011-04-06 17:20:00,0.0,Unknown,United Kingdom
549165,35815P,Unknown,-63,2011-04-06 17:20:00,0.0,Unknown,United Kingdom
549166,44265,Unknown,3,2011-04-06 17:21:00,0.0,Unknown,United Kingdom
549167,84846A,Unknown,-8,2011-04-06 17:24:00,0.0,Unknown,United Kingdom
549168,21161,Unknown,-10,2011-04-06 17:24:00,0.0,Unknown,United Kingdom
549170,82545A,Unknown,-4,2011-04-06 17:25:00,0.0,Unknown,United Kingdom
549171,84251F,Unknown,-2,2011-04-06 17:26:00,0.0,Unknown,United Kingdom
549172,21637,Unknown,-139,2011-04-06 17:27:00,0.0,Unknown,United Kingdom
549173,84218,Unknown,-2,2011-04-06 17:28:00,0.0,Unknown,United Kingdom
549174,21160,Unknown,-7,2011-04-06 17:30:00,0.0,Unknown,United Kingdom
549175,21171,Unknown,-30,2011-04-06 17:30:00,0.0,Unknown,United Kingdom
549176,35603B,Unknown,-12,2011-04-06 17:31:00,0.0,Unknown,United Kingdom
549177,20821,Unknown,9,2011-04-06 17:32:00,0.0,Unknown,United Kingdom
549178,47502,Unknown,-19,2011-04-06 17:33:00,0.0,Unknown,United Kingdom
549179,84007,Unknown,-3,2011-04-06 17:34:00,0.0,Unknown,United Kingdom
549180,84522,Unknown,-30,2011-04-06 17:34:00,0.0,Unknown,United Kingdom
549244,79331,Unknown,-3,2011-04-07 11:53:00,0.0,Unknown,United Kingdom
549264,21337,Unknown,-21,2011-04-07 12:45:00,0.0,Unknown,United Kingdom
549266,84593,Unknown,-5,2011-04-07 12:45:00,0.0,Unknown,United Kingdom
549267,46037A,Unknown,-5,2011-04-07 12:46:00,0.0,Unknown,United Kingdom
549268,84856S,Unknown,-7,2011-04-07 12:47:00,0.0,Unknown,United Kingdom
549270,84856L,Unknown,-27,2011-04-07 12:48:00,0.0,Unknown,United Kingdom
549271,62096B,Unknown,-2,2011-04-07 12:48:00,0.0,Unknown,United Kingdom
549326,21738,Unknown,-5,2011-04-08 10:45:00,0.0,Unknown,United Kingdom
549327,84912A,Unknown,70,2011-04-08 10:46:00,0.0,Unknown,United Kingdom
549328,51008,Unknown,-110,2011-04-08 10:49:00,0.0,Unknown,United Kingdom
549329,84989A,Unknown,-1,2011-04-08 10:49:00,0.0,Unknown,United Kingdom
549330,84251J,Unknown,-28,2011-04-08 10:53:00,0.0,Unknown,United Kingdom
549331,40018F,Unknown,-22,2011-04-08 10:54:00,0.0,Unknown,United Kingdom
549332,84864A,Unknown,-2,2011-04-08 10:55:00,0.0,Unknown,United Kingdom
549340,20774,Unknown,-11,2011-04-08 11:02:00,0.0,Unknown,United Kingdom
549342,35818B,Unknown,-53,2011-04-08 11:06:00,0.0,Unknown,United Kingdom
549343,72815,Unknown,-3,2011-04-08 11:07:00,0.0,Unknown,United Kingdom
549344,21825,Unknown,-14,2011-04-08 11:08:00,0.0,Unknown,United Kingdom
549345,20748,Unknown,12,2011-04-08 11:10:00,0.0,Unknown,United Kingdom
549346,22033,Unknown,-50,2011-04-08 11:10:00,0.0,Unknown,United Kingdom
549347,35914,Unknown,10,2011-04-08 11:11:00,0.0,Unknown,United Kingdom
549348,84251B,Unknown,-60,2011-04-08 11:13:00,0.0,Unknown,United Kingdom
549349,10123G,Unknown,-38,2011-04-08 11:13:00,0.0,Unknown,United Kingdom
549350,84597B,Unknown,-13,2011-04-08 11:14:00,0.0,Unknown,United Kingdom
549351,85006,Unknown,-21,2011-04-08 11:14:00,0.0,Unknown,United Kingdom
549355,84899F,Unknown,-5,2011-04-08 11:21:00,0.0,Unknown,United Kingdom
549371,84921,Unknown,-17,2011-04-08 11:27:00,0.0,Unknown,United Kingdom
549373,85008,Unknown,-2,2011-04-08 11:28:00,0.0,Unknown,United Kingdom
549374,20775,Unknown,-29,2011-04-08 11:29:00,0.0,Unknown,United Kingdom
549375,20863,Unknown,-6,2011-04-08 11:29:00,0.0,Unknown,United Kingdom
549376,17014A,Unknown,11,2011-04-08 11:29:00,0.0,Unknown,United Kingdom
549426,22078,Unknown,-201,2011-04-08 11:55:00,0.0,Unknown,United Kingdom
549427,22797,Damages,-12,2011-04-08 11:56:00,0.0,Unknown,United Kingdom
549453,84857C,Unknown,24,2011-04-08 14:18:00,0.0,Unknown,United Kingdom
549454,84858C,Unknown,46,2011-04-08 14:18:00,0.0,Unknown,United Kingdom
549455,84858C,Unknown,-10,2011-04-08 14:18:00,0.0,Unknown,United Kingdom
549456,47341A,Unknown,-6,2011-04-08 14:19:00,0.0,Unknown,United Kingdom
549457,47344B,Unknown,-16,2011-04-08 14:19:00,0.0,Unknown,United Kingdom
549458,62097B,Unknown,-6,2011-04-08 14:19:00,0.0,Unknown,United Kingdom
549459,62043B,Unknown,7,2011-04-08 14:20:00,0.0,Unknown,United Kingdom
549460,20716,Unknown,-82,2011-04-08 14:20:00,0.0,Unknown,United Kingdom
549461,20731,Unknown,-16,2011-04-08 14:20:00,0.0,Unknown,United Kingdom
